<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: ticker_skill_matrix.csv>index,horizon,symbol,adaptive_atr,atr_model_shrinkage,atr_only,conservative_ensemble,current_model,ratio_ridge,residual_boosted,residual_huber,residual_ridge,spread_asymmetry
77,w1,LLY,0.0029905292450638,0.0430064252035183,0.0,0.0544396299961135,0.0572732734382659,-0.4739963634887103,0.0298426267882729,0.0816812493581075,0.0849289612560484,0.1022486580599861
78,w1,MA,0.0014831645938563,0.0658197663790397,0.0,0.0751200966834667,-0.1853691086120685,-0.3846564284530673,0.0440093973299888,0.1057256743275186,-0.0110333987218114,0.0783039053772183
79,w1,MCD,0.0019155013151823,0.055251612124607,0.0,0.0394494582017864,-0.2408015176374429,-0.4827302944808787,0.0426402926417618,0.0953926011450767,-0.0169915009189478,0.055711780698159
80,w1,META,0.0053928472885785,0.0224046642280225,0.0,0.0605038825182663,-0.028935279196731,-0.4246270326866037,0.0348885812830318,0.0742481225831577,0.0194705529131609,0.0665663190194125
81,w1,MRK,-0.0019549134306227,0.0350442245839317,0.0,0.0556997781863253,-0.1050604749750687,-0.4167249528927974,0.0325082593235023,0.0529464874483907,-0.026237224477603,0.0452631340737399
82,w1,MS,0.0023881569181781,0.0469189580941744,0.0,0.0617404655022062,0.0049114103134092,-0.3994961617680985,0.0268405905719589,0.0812096044167831,0.0547232035391657,0.0820605406422883
83,w1,MSFT,-0.0006228916136181,0.0306473193103992,0.0,0.0791081497835374,-0.1468028708617965,-0.4198134446604584,0.0382724383742881,0.0806747696300896,0.0073315317339928,0.0764364139285006
84,w1,NFLX,-0.0003314013850115,0.0217687217728576,0.0,0.0315834843306523,-0.0162992277846498,-0.3920158765339214,0.0244202273496324,0.0570790165278589,-0.0062378240352134,0.040739513441055
85,w1,NVDA,0.0046410434089204,0.0272655187455868,0.0,0.05927535513286,-0.0091171948415373,-0.5267691709680533,0.0086182123174191,0.045883399745811,0.0630726624984723,0.0643880049972961
86,w1,ORCL,-0.0008716109805078,0.0295323271802248,0.0,0.0755205042068609,0.0114207535906599,-0.303569086958809,0.0480774322515746,0.1023400855284404,0.1145869045209275,0.1234767274734522
87,w1,PG,-0.002143973296852,0.0663226051930935,0.0,0.0725446824232786,-0.3838527899895896,-0.4641655015972985,0.0491090452159191,0.0729179402663334,0.0046528483386426,0.0739438398049612
88,w1,PLTR,-0.0021413038811783,-0.0079872974954107,0.0,0.0690635020172888,-0.1020007906327398,-0.3060065110382883,0.0132438521027437,0.0886670260666842,0.0543548597061521,0.0757384720321292
89,w1,QCOM,0.006252788634383,0.0499040283060584,0.0,0.0469865492477651,0.0257020566000182,-0.4683550411599655,0.0200679048871099,0.0607575684210384,-0.0275565621284015,0.0323561345417133
90,w1,RTX,0.0027760680534446,0.0346924410305943,0.0,0.0685146470319031,-0.0994966255587168,-0.3122904468370326,0.0662443384855128,0.0989088155818274,0.0284022915138828,0.0706952727912552
91,w1,TMO,0.0024188637809219,0.0415345785895028,0.0,0.0507826972856858,-0.0488662596906028,-0.4586045538328827,0.0394629283901557,0.047016821986083,-0.0574244031534871,0.0031420705027322
92,w1,TSLA,0.0009119822797611,-0.00483105410535,0.0,0.0493471506841134,-0.0958549249898232,-0.6366152188375187,0.0136057226307549,0.0278331074317893,0.0271124426135737,0.0309788734966394
93,w1,TXN,0.0023626592574685,0.047284492406874,0.0,0.0504187823815825,-0.0350765364296878,-0.5256566937645442,0.0033443183966699,0.0381667785490991,-0.0379087788704928,0.0413428244815753
94,w1,UBER,-0.0007387954814428,0.0446324874977126,0.0,0.0511450527621586,0.04248974481945,-0.4918737740120293,0.0133279838900971,0.0666447324634756,0.0459554976202534,0.0731915593112121
95,w1,UNH,0.0039565475906221,0.0448456895296334,0.0,0.0777139702909198,0.0212281897246611,-0.1942709161250992,0.0338943295950364,0.1063618892620137,0.0825002062671225,0.1321571333719609
96,w1,V,0.0083735833585901,0.0487277636507371,0.0,0.0659231950655961,-0.2537636631197637,-0.4045197946571752,0.0462291367025728,0.0924185288128293,-0.0422575958287745,0.0617780419400677
97,w1,WFC,0.0012597239962354,0.05056825121807,0.0,0.0503392760011498,0.0185589840098427,-0.4524342464514748,0.0369482342513975,0.0680513857448309,0.0313958878037706,0.0728167296954692
98,w1,WMT,0.0024012910266542,0.0304402460021551,0.0,0.0521399512592215,-0.1969959522947253,-0.3330250264040109,0.0307896270337844,0.0526677181186129,-0.0222008624242098,0.0396415092094243
99,w1,XOM,0.0048233938287954,0.0734165436990924,0.0,0.0746391678123963,0.0170432997323952,-0.6557776002192626,0.0253459907696359,0.074305513636074,0.0739789122100587,0.1054452997024182
